DES,URBN,STK,SMART,,,,,SLD|01/11/2012|3|+NRB|+NRB|-NRB
DES,SVU,STK,SMART,,,,,SLD|01/11/2012|3|+NRB|+NRB|-NRB
DES,DKS,STK,SMART,,,,,BOT|01/12/2012|3|+NRB|+NRB|+NRB
DES,EMC,STK,SMART,,,,,BOT|01/12/2012|3|+NRB|+NRB|+NRB
DES,TSCO,STK,SMART,,,,,BOT|01/12/2012|3|+NRB|+NRB|+NRB
DES,SINA,STK,SMART,,,,,BOT|01/12/2012|3|+NRB|+NRB|+NRB
DES,INFY,STK,SMART,,,,,SLD|01/12/2012|3|+NRB|+NRB|+NRB
DES,PMC,STK,SMART,,,,,SLD|01/12/2012|3|+NRB|+NRB|+NRB
DES,WSM,STK,SMART,,,,,SLD|01/12/2012|3|+NRB|+NRB|+NRB
DES,ROVI,STK,SMART,,,,,BOT|01/13/2012|3|+NRB|+NRB|-NRB
DES,DMND,STK,SMART,,,,,SLD|01/13/2012|3|+NRB|+NRB|-NRB
DES,PCX,STK,SMART,,,,,SLD|01/13/2012|3|+NRB|+NRB|-NRB
DES,JPM,STK,SMART,,,,,SLD|01/13/2012|3|+NRB|+NRB|-NRB
DES,BAC,STK,SMART,,,,,SLD|01/13/2012|3|+NRB|+NRB|-NRB
DES,MMR,STK,SMART,,,,,BOT|01/17/2012|3|-NRB|-NRB|+WRB
DES,TSLA,STK,SMART,,,,,BOT|01/17/2012|3|-NRB|-NRB|+WRB
DES,C,STK,SMART,,,,,SLD|01/17/2012|3|-NRB|-NRB|+WRB
DES,CPWR,STK,SMART,,,,,SLD|01/17/2012|3|-NRB|-NRB|+WRB
DES,CCL,STK,SMART,,,,,SLD|01/17/2012|3|-NRB|-NRB|+WRB
DES,LLTC,STK,SMART,,,,,BOT|01/18/2012|3|+NRB|+WRB|-WRB
DES,APH,STK,SMART,,,,,BOT|01/18/2012|3|+NRB|+WRB|-WRB
DES,YHOO,STK,SMART,,,,,BOT|01/18/2012|3|+NRB|+WRB|-WRB
DES,ASML,STK,SMART,,,,,BOT|01/18/2012|3|+NRB|+WRB|-WRB
DES,FAST,STK,SMART,,,,,SLD|01/18/2012|3|+NRB|+WRB|-WRB
DES,CREE,STK,SMART,,,,,SLD|01/18/2012|3|+NRB|+WRB|-WRB
DES,PNC,STK,SMART,,,,,SLD|01/18/2012|3|+NRB|+WRB|-WRB
DES,BK,STK,SMART,,,,,SLD|01/18/2012|3|+NRB|+WRB|-WRB
DES,RIMM,STK,SMART,,,,,SLD|01/18/2012|3|+NRB|+WRB|-WRB
DES,FFIV,STK,SMART,,,,,BOT|01/19/2012|3|+NRB|+NRB|+NRB
DES,UNP,STK,SMART,,,,,BOT|01/19/2012|3|+NRB|+NRB|+NRB
DES,KCG,STK,SMART,,,,,BOT|01/19/2012|3|+NRB|+NRB|+NRB
DES,BAC,STK,SMART,,,,,BOT|01/19/2012|3|+NRB|+NRB|+NRB
DES,MS,STK,SMART,,,,,BOT|01/19/2012|3|+NRB|+NRB|+NRB
DES,EBAY,STK,SMART,,,,,BOT|01/19/2012|3|+NRB|+NRB|+NRB
DES,XLNX,STK,SMART,,,,,BOT|01/19/2012|3|+NRB|+NRB|+NRB
DES,JCI,STK,SMART,,,,,SLD|01/19/2012|2|+NRB|+NRB|+NRB
DES,NAT,STK,SMART,,,,,SLD|01/19/2012|2|+NRB|+NRB|+NRB
DES,FCS,STK,SMART,,,,,SLD|01/19/2012|3|+NRB|+NRB|+NRB
DES,IBM,STK,SMART,,,,,BOT|01/20/2012|3|+NRB|+NRB|-NRB
DES,MSFT,STK,SMART,,,,,BOT|01/20/2012|3|+NRB|+NRB|-NRB
DES,SWKS,STK,SMART,,,,,BOT|01/20/2012|3|+NRB|+NRB|-NRB
DES,ASIA,STK,SMART,,,,,BOT|01/20/2012|3|+NRB|+NRB|-NRB
DES,GOOG,STK,SMART,,,,,SLD|01/20/2012|2|+NRB|+NRB|-NRB
DES,PH,STK,SMART,,,,,SLD|01/20/2012|3|+NRB|+NRB|-NRB
DES,COF,STK,SMART,,,,,SLD|01/20/2012|3|+NRB|+NRB|-NRB
DES,AXP,STK,SMART,,,,,SLD|01/20/2012|3|+NRB|+NRB|-NRB
DES,ARCC,STK,SMART,,,,,SLD|01/20/2012|3|+NRB|+NRB|-NRB
DES,FITB,STK,SMART,,,,,SLD|01/20/2012|3|+NRB|+NRB|-NRB
DES,GE,STK,SMART,,,,,SLD|01/20/2012|3|+NRB|+NRB|-NRB
DES,CHK,STK,SMART,,,,,BOT|01/23/2012|3|+NRB|+NRB|-NRB
DES,PETS,STK,SMART,,,,,BOT|01/23/2012|3|+NRB|+NRB|-NRB
DES,RIMM,STK,SMART,,,,,SLD|01/23/2012|3|+NRB|+NRB|-NRB
DES,HAL,STK,SMART,,,,,SLD|01/23/2012|3|+NRB|+NRB|-NRB
DES,VMW,STK,SMART,,,,,BOT|01/24/2012|3|+NRB|+NRB|-NRB
DES,JAH,STK,SMART,,,,,BOT|01/24/2012|3|+NRB|+NRB|-NRB
DES,DGX,STK,SMART,,,,,BOT|01/24/2012|3|+NRB|+NRB|-NRB
DES,WDC,STK,SMART,,,,,BOT|01/24/2012|3|+NRB|+NRB|-NRB
DES,COH,STK,SMART,,,,,BOT|01/24/2012|3|+NRB|+NRB|-NRB
DES,EAT,STK,SMART,,,,,SLD|01/24/2012|3|+NRB|+NRB|-NRB
DES,ZION,STK,SMART,,,,,SLD|01/24/2012|3|+NRB|+NRB|-NRB
DES,TCB,STK,SMART,,,,,SLD|01/24/2012|3|+NRB|+NRB|-NRB
DES,KMB,STK,SMART,,,,,SLD|01/24/2012|3|+NRB|+NRB|-NRB
DES,CSX,STK,SMART,,,,,SLD|01/24/2012|3|+NRB|+NRB|-NRB
DES,KSU,STK,SMART,,,,,SLD|01/24/2012|3|+NRB|+NRB|-NRB
DES,VZ,STK,SMART,,,,,SLD|01/24/2012|3|+NRB|+NRB|-NRB
DES,IDCC,STK,SMART,,,,,SLD|01/24/2012|3|+NRB|+WRB|-NRB
DES,LCC,STK,SMART,,,,,BOT|01/25/2012|3|+NRB|+WRB|-NRB
DES,DAL,STK,SMART,,,,,BOT|01/25/2012|3|+NRB|+WRB|-NRB
DES,TXT,STK,SMART,,,,,BOT|01/25/2012|3|+NRB|+WRB|-NRB
DES,TPX,STK,SMART,,,,,BOT|01/25/2012|3|+NRB|+WRB|-NRB
DES,TEL,STK,SMART,,,,,SLD|01/25/2012|3|+NRB|+WRB|-NRB
DES,AMD,STK,SMART,,,,,SLD|01/25/2012|3|+NRB|+WRB|-NRB
DES,FIO,STK,SMART,,,,,SLD|01/25/2012|3|+NRB|+WRB|-NRB
DES,ATI,STK,SMART,,,,,SLD|01/25/2012|3|+NRB|+WRB|-NRB
DES,RES,STK,SMART,,,,,SLD|01/25/2012|3|+NRB|+WRB|-NRB
DES,ALTR,STK,SMART,,,,,SLD|01/25/2012|3|+NRB|+WRB|-NRB
DES,GLW,STK,SMART,,,,,SLD|01/25/2012|3|+NRB|+WRB|-NRB
DES,NFLX,STK,SMART,,,,,BOT|01/26/2012|3|-NRB|-NRB|+NRB
DES,RTN,STK,SMART,,,,,BOT|01/26/2012|3|-NRB|-NRB|+NRB
DES,URI,STK,SMART,,,,,BOT|01/26/2012|3|-NRB|-NRB|+NRB
DES,LSI,STK,SMART,,,,,BOT|01/26/2012|3|-NRB|-NRB|+NRB
DES,CNX,STK,SMART,,,,,BOT|01/26/2012|3|-NRB|-NRB|+NRB
DES,VAR,STK,SMART,,,,,SLD|01/26/2012|3|-NRB|-NRB|+NRB
DES,ETFC,STK,SMART,,,,,SLD|01/26/2012|3|-NRB|-NRB|+NRB
DES,MWW,STK,SMART,,,,,SLD|01/26/2012|3|-NRB|-NRB|+NRB
DES,SNDK,STK,SMART,,,,,SLD|01/26/2012|3|-NRB|-NRB|+NRB
DES,ETN,STK,SMART,,,,,SLD|01/26/2012|3|-NRB|-NRB|+NRB
DES,INFA,STK,SMART,,,,,BOT|01/27/2012|3|+NRB|+NRB|-NRB
DES,KLAC,STK,SMART,,,,,BOT|01/27/2012|3|+NRB|+NRB|-NRB
DES,ELX,STK,SMART,,,,,BOT|01/27/2012|3|+NRB|+NRB|-NRB
DES,RIG,STK,SMART,,,,,BOT|01/27/2012|3|+NRB|+NRB|-NRB
DES,RMD,STK,SMART,,,,,BOT|01/27/2012|3|+NRB|+NRB|-NRB
DES,CPHD,STK,SMART,,,,,BOT|01/27/2012|3|+NRB|+NRB|-NRB
DES,VRSN,STK,SMART,,,,,BOT|01/27/2012|3|+NRB|+NRB|-NRB
DES,JNPR,STK,SMART,,,,,SLD|01/27/2012|3|+NRB|+NRB|-NRB
DES,DV,STK,SMART,,,,,SLD|01/27/2012|3|+NRB|+NRB|-NRB
DES,MXIM,STK,SMART,,,,,SLD|01/27/2012|3|+NRB|+NRB|-NRB
DES,F,STK,SMART,,,,,SLD|01/27/2012|3|+NRB|+NRB|-NRB
DES,TROW,STK,SMART,,,,,SLD|01/27/2012|3|+NRB|+NRB|-NRB
DES,CB,STK,SMART,,,,,SLD|01/27/2012|3|+NRB|+NRB|-NRB
DES,RMBS,STK,SMART,,,,,SLD|01/27/2012|3|+NRB|+NRB|-NRB
DES,RVBD,STK,SMART,,,,,SLD|01/27/2012|3|+NRB|+NRB|-NRB
DES,AMLN,STK,SMART,,,,,BOT|01/30/2012|3|+NRB|+NRB|-NRB
DES,LCC,STK,SMART,,,,,BOT|01/30/2012|3|+NRB|+NRB|-NRB
DES,PMC,STK,SMART,,,,,SLD|01/30/2012|3|+NRB|+NRB|-NRB
DES,RMBS,STK,SMART,,,,,SLD|01/30/2012|3|+NRB|+NRB|-NRB
DES,KOG,STK,SMART,,,,,SLD|01/30/2012|3|+NRB|+NRB|-NRB
DES,OSK,STK,SMART,,,,,BOT|01/31/2012|3|-NRB|-NRB|+NRB
DES,MAT,STK,SMART,,,,,BOT|01/31/2012|3|-NRB|-NRB|+NRB
DES,MHP,STK,SMART,,,,,BOT|01/31/2012|3|-NRB|-NRB|+NRB
DES,MCK,STK,SMART,,,,,BOT|01/31/2012|3|-NRB|-NRB|+NRB
DES,LXK,STK,SMART,,,,,BOT|01/31/2012|3|-NRB|-NRB|+NRB
DES,GNTX,STK,SMART,,,,,SLD|01/31/2012|3|-NRB|-NRB|+NRB
DES,AVY,STK,SMART,,,,,SLD|01/31/2012|3|-NRB|-NRB|+NRB
DES,ADM,STK,SMART,,,,,SLD|01/31/2012|3|-NRB|-NRB|+NRB
DES,ALGN,STK,SMART,,,,,SLD|01/31/2012|3|-NRB|-NRB|+NRB
DES,RSH,STK,SMART,,,,,SLD|01/31/2012|3|-NRB|-NRB|+NRB
DES,COCO,STK,SMART,,,,,BOT|02/01/2012|3|+NRB|+NRB|+NRB
DES,WHR,STK,SMART,,,,,BOT|02/01/2012|3|+NRB|+NRB|+NRB
DES,IACI,STK,SMART,,,,,BOT|02/01/2012|3|+NRB|+NRB|+NRB
DES,BRCM,STK,SMART,,,,,BOT|02/01/2012|3|+NRB|+NRB|+NRB
DES,MTW,STK,SMART,,,,,BOT|02/01/2012|3|+NRB|+NRB|+NRB
DES,CHRW,STK,SMART,,,,,SLD|02/01/2012|3|+NRB|+NRB|+NRB
DES,AMZN,STK,SMART,,,,,SLD|02/01/2012|3|+NRB|+NRB|+NRB
DES,NI,STK,SMART,,,,,SLD|02/01/2012|3|+NRB|+NRB|+NRB
DES,EA,STK,SMART,,,,,BOT|02/02/2012|3|+NRB|+NRB|+NRB
DES,GMCR,STK,SMART,,,,,BOT|02/02/2012|3|+NRB|+NRB|+NRB
DES,BIG,STK,SMART,,,,,BOT|02/02/2012|3|+NRB|+NRB|+NRB
DES,CDNS,STK,SMART,,,,,BOT|02/02/2012|3|+NRB|+NRB|+NRB
DES,ALL,STK,SMART,,,,,BOT|02/02/2012|3|+NRB|+NRB|+NRB
DES,GPS,STK,SMART,,,,,BOT|02/02/2012|3|+NRB|+NRB|+NRB
DES,AMP,STK,SMART,,,,,SLD|02/02/2012|3|+NRB|+NRB|+NRB
DES,ANN,STK,SMART,,,,,SLD|02/02/2012|3|+NRB|+NRB|+NRB
DES,ANF,STK,SMART,,,,,SLD|02/02/2012|3|+NRB|+NRB|+NRB
DES,BSX,STK,SMART,,,,,SLD|02/02/2012|3|+NRB|+NRB|+NRB
DES,RCL,STK,SMART,,,,,SLD|02/02/2012|3|+NRB|+NRB|+NRB
DES,ISIL,STK,SMART,,,,,SLD|02/02/2012|3|+NRB|+NRB|+NRB
DES,CI,STK,SMART,,,,,SLD|02/02/2012|3|+NRB|+NRB|+NRB
DES,VIAB,STK,SMART,,,,,SLD|02/02/2012|3|+NRB|+NRB|+NRB
DES,TSN,STK,SMART,,,,,BOT|02/03/2012|3|+NRB|+NRB|+WRB
DES,GNW,STK,SMART,,,,,BOT|02/03/2012|3|+NRB|+NRB|+WRB
DES,SUN,STK,SMART,,,,,BOT|02/03/2012|3|+NRB|+NRB|+WRB
DES,DRIV,STK,SMART,,,,,BOT|02/03/2012|3|+NRB|+NRB|+WRB
DES,INFN,STK,SMART,,,,,BOT|02/03/2012|3|+NRB|+NRB|+WRB
DES,EW,STK,SMART,,,,,SLD|02/03/2012|3|+NRB|+NRB|+WRB
DES,EL,STK,SMART,,,,,SLD|02/03/2012|3|+NRB|+NRB|+WRB
DES,APKT,STK,SMART,,,,,SLD|02/03/2012|3|+NRB|+NRB|+WRB
DES,WYNN,STK,SMART,,,,,SLD|02/03/2012|3|+NRB|+NRB|+WRB
DES,SOHU,STK,SMART,,,,,SLD|02/06/2012|3|+NRB|+NRB|-NRB
DES,HAS,STK,SMART,,,,,SLD|02/06/2012|3|+NRB|+NRB|-NRB
DES,YUM,STK,SMART,,,,,BOT|02/07/2012|3|+NRB|+NRB|-NRB
DES,VECO,STK,SMART,,,,,BOT|02/07/2012|3|+NRB|+NRB|-NRB
DES,PRGO,STK,SMART,,,,,BOT|02/07/2012|3|+NRB|+NRB|-NRB
DES,AMLN,STK,SMART,,,,,BOT|02/07/2012|3|+NRB|+NRB|-NRB
DES,NCR,STK,SMART,,,,,BOT|02/07/2012|3|+NRB|+NRB|-NRB
DES,CSTR,STK,SMART,,,,,BOT|02/07/2012|3|+NRB|+NRB|-NRB
DES,BDX,STK,SMART,,,,,SLD|02/07/2012|3|+NRB|+NRB|-NRB
DES,CFX,STK,SMART,,,,,SLD|02/07/2012|3|+NRB|+NRB|-NRB
DES,PMCS,STK,SMART,,,,,SLD|02/07/2012|3|+NRB|+NRB|-NRB
DES,SBH,STK,SMART,,,,,SLD|02/07/2012|3|+NRB|+NRB|-NRB
DES,EMR,STK,SMART,,,,,SLD|02/07/2012|3|+NRB|+NRB|-NRB
DES,VSH,STK,SMART,,,,,SLD|02/07/2012|3|+NRB|+NRB|-NRB
DES,VMED,STK,SMART,,,,,BOT|02/08/2012|3|+NRB|+NRB|+NRB
DES,TWX,STK,SMART,,,,,BOT|02/08/2012|3|+NRB|+NRB|+NRB
DES,CSC,STK,SMART,,,,,BOT|02/08/2012|3|+NRB|+NRB|+NRB
DES,RMBS,STK,SMART,,,,,BOT|02/08/2012|3|+NRB|+NRB|+NRB
DES,VCLK,STK,SMART,,,,,BOT|02/08/2012|3|+NRB|+NRB|+NRB
DES,GLUU,STK,SMART,,,,,BOT|02/08/2012|3|+NRB|+NRB|+NRB
DES,RL,STK,SMART,,,,,BOT|02/08/2012|3|+NRB|+NRB|+NRB
DES,CERN,STK,SMART,,,,,BOT|02/08/2012|3|+NRB|+NRB|+NRB
DES,AINV,STK,SMART,,,,,SLD|02/08/2012|3|+NRB|+NRB|+NRB
DES,WU,STK,SMART,,,,,SLD|02/08/2012|3|+NRB|+NRB|+NRB
DES,CBG,STK,SMART,,,,,SLD|02/08/2012|3|+NRB|+NRB|+NRB
DES,SCSS,STK,SMART,,,,,BOT|02/09/2012|3|+NRB|+NRB|+NRB
DES,CVA,STK,SMART,,,,,BOT|02/09/2012|3|+NRB|+NRB|+NRB
DES,V,STK,SMART,,,,,BOT|02/09/2012|3|+NRB|+NRB|+NRB
DES,LO,STK,SMART,,,,,BOT|02/09/2012|3|+NRB|+NRB|+NRB
DES,ALXN,STK,SMART,,,,,BOT|02/09/2012|3|+NRB|+NRB|+NRB
DES,AKAM,STK,SMART,,,,,BOT|02/09/2012|3|+NRB|+NRB|+NRB
DES,ONNN,STK,SMART,,,,,BOT|02/09/2012|3|+NRB|+NRB|+NRB
DES,PEP,STK,SMART,,,,,SLD|02/09/2012|3|+NRB|+NRB|+NRB
DES,BGC,STK,SMART,,,,,SLD|02/09/2012|3|+NRB|+NRB|+NRB
DES,KKR,STK,SMART,,,,,SLD|02/09/2012|3|+NRB|+NRB|+NRB
DES,TRIP,STK,SMART,,,,,SLD|02/09/2012|3|+NRB|+NRB|+NRB
DES,GRPN,STK,SMART,,,,,SLD|02/09/2012|3|+NRB|+NRB|+NRB
DES,LNKD,STK,SMART,,,,,BOT|02/10/2012|2|+NRB|+NRB|-WRB
DES,NXPI,STK,SMART,,,,,BOT|02/10/2012|3|+NRB|+NRB|-WRB
DES,PL,STK,SMART,,,,,BOT|02/10/2012|3|+NRB|+NRB|-WRB
DES,PSEC,STK,SMART,,,,,BOT|02/10/2012|3|+NRB|+NRB|-WRB
DES,NUAN,STK,SMART,,,,,SLD|02/10/2012|3|+NRB|+NRB|-WRB
DES,EXPE,STK,SMART,,,,,SLD|02/10/2012|3|+NRB|+NRB|-WRB
DES,ACI,STK,SMART,,,,,SLD|02/10/2012|3|+NRB|+NRB|-WRB
DES,LYB,STK,SMART,,,,,SLD|02/10/2012|3|+NRB|+NRB|-WRB
DES,GDI,STK,SMART,,,,,SLD|02/10/2012|3|+NRB|+NRB|-WRB
DES,WPI,STK,SMART,,,,,BOT|02/14/2012|2|+NRB|+NRB|-NRB
DES,RAX,STK,SMART,,,,,BOT|02/14/2012|3|+NRB|+NRB|-NRB
DES,HMA,STK,SMART,,,,,BOT|02/14/2012|3|+NRB|+NRB|-NRB
DES,CVI,STK,SMART,,,,,BOT|02/14/2012|3|+NRB|+NRB|-NRB
DES,KORS,STK,SMART,,,,,BOT|02/14/2012|3|+NRB|+NRB|-NRB
DES,MAS,STK,SMART,,,,,SLD|02/14/2012|3|+NRB|+NRB|-NRB
DES,UTHR,STK,SMART,,,,,SLD|02/14/2012|3|+NRB|+NRB|-NRB
DES,FOSL,STK,SMART,,,,,SLD|02/14/2012|3|+NRB|+NRB|-NRB
DES,SGEN,STK,SMART,,,,,SLD|02/14/2012|3|+NRB|+NRB|-NRB
DES,FSLR,STK,SMART,,,,,SLD|02/14/2012|3|+NRB|+NRB|-NRB
DES,GT,STK,SMART,,,,,SLD|02/14/2012|3|+NRB|+NRB|-NRB
DES,ANF,STK,SMART,,,,,BOT|02/15/2012|3|+NRB|-NRB|+NRB
DES,MET,STK,SMART,,,,,BOT|02/15/2012|3|+NRB|-NRB|+NRB
DES,K,STK,SMART,,,,,BOT|02/15/2012|3|+NRB|-NRB|+NRB
DES,TEVA,STK,SMART,,,,,BOT|02/15/2012|3|+NRB|-NRB|+NRB
DES,XEC,STK,SMART,,,,,BOT|02/15/2012|3|+NRB|-NRB|+NRB
DES,HIG,STK,SMART,,,,,BOT|02/15/2012|3|+NRB|-NRB|+NRB
DES,DF,STK,SMART,,,,,BOT|02/15/2012|3|+NRB|-NRB|+NRB
DES,DVN,STK,SMART,,,,,BOT|02/15/2012|3|+NRB|-NRB|+NRB
DES,FTI,STK,SMART,,,,,SLD|02/15/2012|3|+NRB|-NRB|+NRB
DES,OC,STK,SMART,,,,,SLD|02/15/2012|3|+NRB|-NRB|+NRB
DES,WSH,STK,SMART,,,,,SLD|02/15/2012|3|+NRB|-NRB|+NRB
DES,SAPE,STK,SMART,,,,,SLD|02/15/2012|3|+NRB|-NRB|+NRB
DES,ZNGA,STK,SMART,,,,,SLD|02/15/2012|3|+NRB|-NRB|+NRB
DES,AAP,STK,SMART,,,,,BOT|02/16/2012|3|+NRB|+WRB|-NRB
DES,DISCA,STK,SMART,,,,,BOT|02/16/2012|3|+NRB|+WRB|-NRB
DES,TRW,STK,SMART,,,,,BOT|02/16/2012|3|+NRB|+WRB|-NRB
DES,GNC,STK,SMART,,,,,BOT|02/16/2012|3|+NRB|+WRB|-NRB
DES,NTAP,STK,SMART,,,,,BOT|02/16/2012|3|+NRB|+WRB|-NRB
DES,WFR,STK,SMART,,,,,BOT|02/16/2012|3|+NRB|+WRB|-NRB
DES,SKX,STK,SMART,,,,,SLD|02/16/2012|3|+NRB|+WRB|-NRB
DES,CAR,STK,SMART,,,,,SLD|02/16/2012|3|+NRB|+WRB|-NRB
DES,CBS,STK,SMART,,,,,SLD|02/16/2012|3|+NRB|+WRB|-NRB
DES,NVDA,STK,SMART,,,,,SLD|02/16/2012|3|+NRB|+WRB|-NRB
DES,ACOM,STK,SMART,,,,,SLD|02/16/2012|3|+NRB|+WRB|-NRB
DES,VRTX,STK,SMART,,,,,BOT|02/17/2012|3|+NRB|+NRB|+NRB
DES,DVA,STK,SMART,,,,,BOT|02/17/2012|3|+NRB|+NRB|+NRB
DES,ECA,STK,SMART,,,,,BOT|02/17/2012|3|+NRB|+NRB|+NRB
DES,HNZ,STK,SMART,,,,,BOT|02/17/2012|3|+NRB|+NRB|+NRB
DES,ACHN,STK,SMART,,,,,BOT|02/17/2012|3|+NRB|+NRB|+NRB
DES,AMAT,STK,SMART,,,,,BOT|02/17/2012|3|+NRB|+NRB|+NRB
DES,GIS,STK,SMART,,,,,SLD|02/17/2012|3|+NRB|+NRB|+NRB
DES,MDRX,STK,SMART,,,,,SLD|02/17/2012|3|+NRB|+NRB|+NRB
DES,GILD,STK,SMART,,,,,SLD|02/17/2012|3|+NRB|+NRB|+NRB
DES,SWC,STK,SMART,,,,,BOT|02/21/2012|3|+NRB|-NRB|+NRB
DES,M,STK,SMART,,,,,BOT|02/21/2012|3|+NRB|-NRB|+NRB
DES,HL,STK,SMART,,,,,BOT|02/21/2012|3|+NRB|-NRB|+NRB
DES,SKS,STK,SMART,,,,,BOT|02/21/2012|3|+NRB|-NRB|+NRB
DES,HD,STK,SMART,,,,,BOT|02/21/2012|3|+NRB|-NRB|+NRB
DES,WMT,STK,SMART,,,,,SLD|02/21/2012|3|+NRB|-NRB|+NRB
DES,WFT,STK,SMART,,,,,SLD|02/21/2012|3|+NRB|-NRB|+NRB
DES,CTRP,STK,SMART,,,,,SLD|02/21/2012|3|+NRB|-NRB|+NRB
DES,CIEN,STK,SMART,,,,,SLD|02/21/2012|3|+NRB|-NRB|+NRB
DES,RIG,STK,SMART,,,,,SLD|02/21/2012|3|+NRB|-NRB|+NRB
DES,CYH,STK,SMART,,,,,BOT|02/22/2012|3|+NRB|-NRB|-NRB
DES,MOS,STK,SMART,,,,,BOT|02/22/2012|3|+NRB|-NRB|-NRB
DES,INTU,STK,SMART,,,,,BOT|02/22/2012|3|+NRB|-NRB|-NRB
DES,TXRH,STK,SMART,,,,,BOT|02/22/2012|3|+NRB|-NRB|-NRB
DES,RRC,STK,SMART,,,,,BOT|02/22/2012|3|+NRB|-NRB|-NRB
DES,CHS,STK,SMART,,,,,BOT|02/22/2012|3|+NRB|-NRB|-NRB
DES,FST,STK,SMART,,,,,SLD|02/22/2012|3|+NRB|-NRB|-NRB
DES,CAKE,STK,SMART,,,,,SLD|02/22/2012|3|+NRB|-NRB|-NRB
DES,DELL,STK,SMART,,,,,SLD|02/22/2012|3|+NRB|-NRB|-NRB
DES,MGM,STK,SMART,,,,,SLD|02/22/2012|3|+NRB|-NRB|-NRB
